ID,BLOCK,X,Y
52889,462501271168,-0.3402879,39.483626
52889,462501271168,-0.3403701,39.4836243
52889,462501271168,-0.340391,39.4836246
52889,462501271168,-0.3404938,39.4836302
52889,462501271168,-0.3405957,39.4836426
52889,462501271168,-0.3406957,39.483662
52889,462501271168,-0.3407459,39.4836745
52889,462501271168,-0.3407556,39.4836772
52889,462501271168,-0.3407631,39.483679
52889,462501271168,-0.3408152,39.483694
52889,462501271168,-0.3408488,39.4837038
52889,462501271168,-0.3408852,39.4837142
52889,462501271168,-0.3409043,39.4837198
52889,462501271168,-0.3409844,39.4837431
52889,462501271168,-0.3411154,39.4837814
52889,462501271168,-0.3412163,39.4838108
52889,462501271168,-0.3414616,39.4838825
52889,462501271168,-0.3416571,39.4839399
52889,462501271168,-0.3427169,39.4842495
52889,462501271168,-0.3436153,39.4845112
52889,462501271168,-0.3443289,39.4847193
52889,462501271168,-0.3445494,39.4847836
52889,462501271168,-0.3446179,39.4848036
52889,462501271168,-0.3446371,39.4848093
52889,462501271168,-0.3447406,39.4848422
52889,462501271168,-0.3447732,39.4848492
52889,462501271168,-0.3448614,39.4848637
52889,462501271168,-0.344951,39.4848722
52889,462501271168,-0.3450353,39.4848746
52889,462501271168,-0.3450411,39.4848746
52889,462501271168,-0.3451215,39.4848713
52889,462501271168,-0.3452011,39.4848626
52889,462501271168,-0.3452681,39.4848509
52889,462501271168,-0.3452795,39.4848485
52889,462501271168,-0.3453022,39.4848424
52889,462501271168,-0.345324,39.4848346
52889,462501271168,-0.3453447,39.4848252
52889,462501271168,-0.3453641,39.4848142
52889,462501271168,-0.345382,39.4848019
52889,462501271168,-0.3453868,39.4847982
52889,462501271168,-0.3453984,39.4847883
52889,462501271168,-0.345413,39.4847735
52889,462501271168,-0.3454256,39.4847577
52889,462501271168,-0.3454362,39.4847411
52889,462501271168,-0.3454448,39.4847237
52889,462501271168,-0.3454459,39.4847205
52889,462501271168,-0.345446,39.4847201
52889,462501271168,-0.345451,39.4847057
52889,462501271168,-0.3454504,39.4846497
52889,462501271168,-0.345449,39.484535
52889,462501271168,-0.3454488,39.4845197
52889,462501271168,-0.3454492,39.4845197
52889,462501271168,-0.3456752,39.4845231
52889,462501271168,-0.3456803,39.4845231
52889,462501271168,-0.3456806,39.4845598
52889,462501271168,-0.345682,39.4846603
52889,462501271168,-0.3456845,39.4846682
